Height,Weight
68.29555,181.7249
68.68726,203.5603
68.91577,165.1559
68.96088,197.9314
67.24724,173.284
68.91586,183.9478
65.83854,139.534
64.67108,160.1885
66.2959,163.604
67.09759,193.9551
66.99829,189.8933
70.96197,184.2239
68.42087,190.7955
67.65253,188.2007
75.62019,226.2078
70.54924,197.8794
68.89084,190.5135
68.28453,176.2466
64.99508,177.7271
65.57577,173.6916
69.30609,210.4637
65.70472,170.1006
67.80399,173.4599
69.21615,184.9367
68.01501,194.2869
61.92695,149.1497
67.26636,192.4708
67.67682,179.7508
69.9709,202.8633
65.31346,163.3573
71.90601,217.0277
66.2339,183.1612
65.81494,166.5836
72.84495,205.2509
70.94944,189.7031
71.34381,218.5863
71.05566,203.1394
61.92555,139.9051
68.76246,196.2938
67.58394,179.937
67.36169,164.1459
65.87916,168.1749
68.69476,189.7425
69.53486,195.1704
66.63469,190.468
69.8099,204.4266
68.67987,196.1516
71.61518,209.6708
69.6898,190.9334
70.90109,197.9448
68.00581,186.7803
70.61574,188.6638
71.57119,176.3766
73.01286,209.3295
60.74812,136.1679
69.08212,190.9352
69.33874,191.4457
67.75714,184.9382
76.02708,232.3135
72.22762,201.7789
68.92104,188.3288
65.33493,174.6557
65.9324,183.9433
70.46669,187.5174
73.18104,213.8475
68.55088,175.2195
68.52941,169.5448
63.59646,144.5919
67.14424,175.6792
70.81637,197.1984
73.53028,222.9259
66.14107,165.4045
67.90685,170.4172
71.43338,216.634
67.11268,173.7075
73.28392,217.896
63.67258,161.0131
69.22532,193.7563
69.67012,177.1192
70.48545,204.8274
69.00468,176.7319
68.45789,192.7619
66.02473,166.961
69.31817,186.738
69.07774,188.5062
73.56227,208.3615
66.08769,161.4958
73.52598,214.9665
69.67906,205.1334
66.67678,183.1973
72.96167,208.895
68.24687,207.9256
71.95663,210.6638
71.05863,204.2728
66.97695,195.1987
68.478,190.686
71.28444,199.6353
64.98046,166.8215
66.76188,178.7975
68.76616,185.7722
68.99254,193.755
71.29519,228.8005
69.04948,192.3497
66.54148,175.9835
68.51552,176.1412
67.45972,177.4825
71.35738,201.7608
68.59041,176.8431
69.73609,185.5243
69.83386,188.041
72.41059,189.3844
65.4346,166.0967
66.26766,170.2502
69.9743,212.8043
71.20919,196.1455
69.9374,202.2791
71.38602,201.332
64.58878,158.4541
68.79298,174.4895
68.44575,183.7834
69.20158,188.1035
69.42602,176.1934
69.60623,194.2007
72.88171,194.1995
62.17833,145.8988
68.87471,191.8337
71.08008,209.8536
72.18253,201.2615
72.06275,208.7819
67.38006,182.6734
67.93463,166.4351
70.80193,193.3935
65.54912,178.4482
70.19122,205.9418
71.779,199.2098
68.13029,192.0296
68.35948,175.2609
66.09036,170.0064
71.58012,205.3476
73.53667,196.0433
71.11553,208.1453
70.7943,202.8908
71.72906,188.595
63.19653,162.4297
68.10111,182.8524
65.8561,157.3175
68.34646,178.676
69.56023,187.2175
68.7283,171.621
70.15828,200.5342
68.92334,193.9274
64.30017,155.4897
70.45563,192.5279
68.62406,159.8625
69.66475,176.2593
69.05888,171.7089
67.22699,181.7096
66.1158,171.3867
68.61739,179.132
69.24901,187.4694
69.64191,182.0045
72.79703,214.474
75.044,208.5264
70.97268,190.222
74.38801,217.1438
64.36216,156.0739
71.327,206.3852
67.17202,178.1528
74.40167,228.8384
63.86792,174.4734
68.88599,164.2149
72.13199,212.1573
68.40373,206.0149
65.09266,167.4335
69.22968,195.2186
71.94779,209.1755
67.46299,182.3013
69.31291,190.1851
63.73105,160.3449
60.67982,129.301
70.66332,195.6263
67.59403,186.7514
74.64951,227.5006
70.46708,197.1875
71.94401,209.5563
74.02575,209.7593
70.78223,220.4368
64.72726,169.2079
68.38302,185.8456
71.46922,192.6915
66.94445,177.0261
70.79698,199.9474
65.29243,168.7103
61.75401,123.5281
62.48067,160.2422
67.80568,197.0826
69.52599,161.9709
72.50076,201.6551
70.48529,194.7862
66.68974,162.5654
71.29192,175.811
71.79677,209.3793
73.05634,204.4603
68.85335,210.8691
66.04544,169.3263
73.9859,223.3261
69.25162,192.9469
69.34066,172.9048
70.97626,191.5722
63.56128,157.1195
69.77015,182.7955
65.18848,151.8869
69.97894,193.3411
69.7506,185.428
71.17143,195.3823
70.572,174.1969
65.65109,164.6498
67.13841,163.845
65.91809,174.72
73.78664,212.9006
67.73725,172.7943
65.54408,171.9803
71.21391,195.9234
65.59235,174.8153
65.66755,174.5669
61.97274,140.2777
73.89994,215.5597
72.34218,215.8582
70.31169,184.2439
67.11556,168.2022
65.93248,151.3846
67.22775,185.9702
70.11434,203.2417
74.8415,223.9457
64.5273,148.4722
70.05125,207.1946
71.83317,205.1931
72.83674,209.4225
73.30187,199.1669
66.39319,165.0646
66.51516,180.7605
69.27281,202.2988
68.23195,195.262
70.41387,184.2327
69.72689,188.4538
65.51073,157.205
69.13727,196.5523
73.66619,208.3662
65.89275,158.185
68.35443,184.5984
70.42473,197.9075
72.0802,202.8672
71.71112,199.0808
65.72916,156.224
63.89834,168.2995
70.31601,201.5107
65.78873,174.5849
69.82746,196.9308
68.33115,197.7568
67.74159,165.6433
75.03389,232.8861
73.40406,192.7324
69.55476,192.1817
64.53904,157.1293
67.54676,163.4952
73.09648,205.1576
66.55398,171.4286
73.9916,208.9646
70.86269,209.7591
71.56873,206.2605
65.83839,177.2117
70.27553,211.7163
61.77352,149.5148
74.82495,220.3364
71.60515,192.4279
67.2601,163.3865
70.92419,199.7784
75.05967,218.5837
73.10088,223.2065
70.66199,217.9519
67.14467,171.2078
67.12315,147.538
69.52494,170.0372
65.22469,160.8361
68.41046,185.1277
68.76346,177.0834
67.93687,188.8841
69.23783,159.2449
68.46572,188.0793
65.69429,150.9606
69.431,172.3259
66.13539,166.3638
70.87705,186.3398
65.97307,187.6584
64.93912,163.8802
68.3686,196.9495
69.52555,189.7074
66.4556,188.9748
69.47458,177.3439
68.7301,184.1304
73.78127,221.2401
76.50188,217.8823
71.2257,199.1828
64.50621,164.5004
66.50381,163.2699
69.21041,187.6248
63.54637,150.3467
69.73113,202.7071
68.60821,181.7248
71.46413,206.5909
69.50949,203.9854
73.75964,231.6087
68.27779,195.1899
72.45463,200.29
70.76919,195.3531
70.45214,188.0988
68.9041,194.6598
69.23843,197.4121
67.27785,156.4163
71.46376,207.7685
68.84063,171.9211
71.40596,216.9233
70.14487,190.5854
70.67969,206.1198
68.54112,201.1089
71.43473,206.5941
65.22082,158.9872
70.77315,208.2236
69.76009,187.8121
63.96253,168.3495
70.30416,196.8351
70.31685,205.5219
67.40541,164.5744
67.1215,167.1915
68.37758,168.9973
69.57824,184.2198
62.53225,168.1533
69.33682,184.1194
66.78747,172.1755
75.39129,218.6047
70.21363,189.6583
71.10356,196.7599
69.79389,181.7232
66.47184,175.3892
70.71371,208.7104
63.61872,162.675
70.54928,191.3188
67.40282,192.6727
71.43517,213.3378
68.59341,187.4025
71.45233,203.4483
70.69879,189.9855
71.39146,197.3071
70.48564,193.3599
74.40819,226.701
63.40042,185.1881
68.39972,171.3291
67.42985,175.1244
70.812,196.2211
67.11027,194.7524
67.72822,184.4685
68.55083,179.5568
68.61948,192.6056
70.60576,197.3412
67.08678,164.1757
65.31171,167.3277
69.92415,185.8666
68.36463,193.9817
70.8698,205.8639
76.0123,235.438
67.96597,176.9667
69.76509,199.0264
69.56867,200.7041
71.56002,213.9786
70.95805,201.6633
65.44092,144.132
70.97612,202.6032
67.99285,183.9581
70.51852,199.5684
69.10919,176.0454
71.60557,194.9326
69.88956,203.5183
66.4569,166.6846
70.29135,207.5085
62.61997,152.853
66.62168,146.2308
65.35029,156.7613
71.60674,209.9649
69.41291,183.9021
69.89381,200.7969
65.66596,164.2156
64.40827,154.641
68.62689,189.4492
69.60028,176.5949
67.45323,173.2722
68.16999,185.2531
69.55361,203.8111
65.7473,182.0517
73.12239,201.7038
66.62093,177.8427
69.14591,202.6282
65.9658,186.2254
67.20327,185.454
65.45396,175.8445
73.03009,209.5878
68.31724,179.3709
66.33428,165.3683
72.36198,198.263
67.71743,184.9318
70.47759,200.248
71.16299,199.444
69.35478,202.3322
70.09724,201.9937
69.29729,197.3588
63.30997,157.0035
67.88723,183.3433
73.20297,203.0231
73.14116,193.926
70.89598,195.6014
72.14269,214.8539
72.13278,184.1472
71.20662,193.7433
66.25215,170.1095
72.34159,205.6996
68.06892,166.2635
71.39731,198.4067
65.72603,169.6753
67.11045,160.0503
72.21503,204.9378
63.00978,147.9018
69.56916,180.9498
70.404,217.8372
68.03022,189.3616
69.77791,176.0903
62.07864,130.2773
65.83442,159.3191
70.78094,191.9682
69.57143,182.1541
67.32706,188.3517
67.8146,191.76
66.68224,162.767
69.63971,197.5962
64.77424,182.5898
73.96294,200.0072
67.93338,184.4095
66.77004,165.4898
68.93636,176.6522
76.43456,228.873
68.99615,180.3509
73.50184,225.9722
69.6031,189.8166
72.06738,202.2621
70.48922,178.9187
67.03485,167.0442
66.18411,172.6376
68.69421,179.9625
66.65323,160.1474
69.83866,178.3925
66.24506,154.5887
72.81103,208.8488
64.47475,169.4306
69.75448,181.641
70.66144,203.8448
72.47062,184.4463
68.17153,199.7018
72.98717,206.6294
70.53356,196.5843
70.04695,190.0024
69.01607,196.7639
73.54916,222.2975
68.1181,180.0656
68.28764,178.4326
71.52705,202.7487
73.39654,220.9458
69.84456,198.6303
70.15197,203.7345
66.29973,150.1494
76.49293,227.1393
71.03239,186.7625
66.63104,170.4211
66.07554,182.428
70.61316,187.472
65.20348,158.6646
66.86186,175.7973
73.758,220.7702
69.89809,195.7589
69.52732,189.0274
66.74448,154.1269
69.07449,179.3868
68.56175,172.1954
70.32255,190.4618
71.94912,208.0889
70.91655,191.8833
70.37112,197.3824
67.79648,189.6832
68.7,208.0682
69.11463,188.7173
67.6971,187.4239
71.28033,217.9036
71.42758,201.8428
71.04336,204.6277
64.72626,143.3476
67.14816,182.0312
72.2917,202.1044
70.24287,192.7961
64.45786,158.9167
74.46499,213.4821
65.29892,162.8183
72.74953,212.1807
65.71818,155.1755
68.89009,194.6814
73.03841,209.4754
69.86075,198.3218
69.8612,179.6625
71.76556,192.6904
66.82085,179.8016
67.78769,190.5068
69.25071,196.1411
68.92967,180.8265
68.99711,186.6353
66.37399,167.7844
66.37652,179.4689
69.05457,181.3604
65.66748,161.4222
62.75288,149.7597
66.57799,161.2019
67.27217,187.3634
69.83655,176.0117
74.21643,238.5695
71.23053,209.0329
70.76287,194.7966
67.87895,163.7244
67.11453,182.5125
66.53981,175.0933
67.09122,180.8807
68.89342,172.6542
71.8827,207.5756
70.53188,194.0095
69.20811,187.8671
66.85474,161.224
77.1608,228.7073
68.19854,176.4568
66.79579,186.9939
74.07021,218.4236
69.69174,184.619
70.48276,199.3592
66.20296,164.6345
71.85789,193.43
65.97521,171.0768
72.67696,217.5614
69.81202,188.065
69.04315,178.1848
63.85068,151.9967
64.90979,145.1761
65.04544,147.6603
68.8744,183.4385
69.98222,178.3484
62.7093,152.8205
66.92344,173.6343
67.26904,180.0357
72.12253,200.3368
69.6114,170.2962
65.1847,166.7386
74.08027,194.7789
61.12183,152.7911
68.32145,206.4261
63.95293,164.7715
68.58137,181.1671
64.92591,185.0019
69.65975,209.5204
71.12075,197.3454
62.80419,148.605
70.81126,201.2243
69.54951,199.1938
67.03235,188.4597
67.39683,178.3002
69.37184,173.4302
74.54514,218.4376
66.55652,173.3868
67.25995,186.3208
66.00197,165.1677
67.28351,203.1358
67.92463,161.6708
66.05763,164.4705
65.84458,170.7924
69.03106,170.3101
70.32712,192.4972
66.53431,166.3713
71.47167,196.541
70.04693,183.6196
68.60571,187.2914
68.98238,178.2824
73.78888,222.3976
69.07281,190.5879
73.18795,204.1038
68.67738,192.1962
64.92234,179.4091
66.11123,192.7656
67.74899,169.7403
71.8139,192.8164
69.19544,185.7292
67.40717,188.5941
69.87663,179.6809
64.36668,162.4951
67.49285,183.3838
73.12243,221.4459
67.65295,188.8899
68.5379,191.8229
70.72476,214.2615
68.23015,182.3828
67.69712,163.9399
73.71674,198.4622
68.85846,187.3951
66.47377,175.9474
69.97228,188.6259
67.55618,200.7797
74.27202,209.9375
72.09386,201.8627
69.56978,182.7948
71.61409,206.1634
67.13855,171.877
68.41565,171.3212
78.09587,255.6908
68.64263,178.8168
70.02684,186.3587
74.32568,220.8457
72.23164,202.1372
67.66666,193.0816
66.42419,157.2881
65.07111,180.7565
69.15698,206.5152
67.80531,180.0045
68.23875,193.9838
72.54885,203.6276
74.05643,211.7305
73.23679,201.0998
72.83768,212.204
68.26982,167.9107
70.07182,207.0867
71.73869,185.8426
68.67396,172.8472
70.18214,184.7233
66.94661,182.3697
67.67599,188.3114
67.90357,168.6779
67.19943,173.4886
66.99786,178.0573
66.02971,174.0582
67.81429,192.0664
71.44765,191.1772
70.07932,189.596
73.72161,210.2235
66.38801,159.3769
68.19609,189.8749
68.27536,176.1791
65.93965,177.2854
66.87188,170.324
66.19801,165.9333
73.30301,232.2506
69.28504,206.8834
71.76976,200.3564
63.63948,163.2579
72.16154,188.9133
72.00328,207.5421
68.16584,173.4565
69.0849,189.8568
67.18845,169.8908
63.61502,160.7877
71.72061,211.0076
70.47513,193.8574
72.86759,217.3353
68.16284,176.7418
69.67915,203.317
63.00005,165.556
71.75813,211.7374
71.62968,201.5038
71.06411,200.6842
70.11514,189.5329
70.44887,206.4997
68.54147,173.2997
71.33392,221.122
67.18094,169.8295
73.10634,219.7866
70.88749,182.8879
71.91023,198.0788
73.5693,216.6178
69.80158,203.2584
70.62787,185.247
66.31458,148.2657
70.26936,192.307
70.9787,206.523
70.31507,181.7894
71.5137,212.7287
70.99855,195.959
66.69531,155.129
72.659,207.5064
66.51004,181.9382
66.57823,164.117
66.72468,185.3139
69.29555,178.1754
68.32298,178.4132
65.79795,162.0277
70.12376,217.4257
69.06409,189.8066
70.90774,197.2166
66.75413,178.3828
68.58936,178.0453
70.97379,184.9826
63.1786,153.6068
69.90321,221.8976
67.73372,175.5643
71.09296,198.8291
70.1218,189.2795
65.78802,166.277
71.50724,202.5185
71.7155,220.2739
71.45441,213.3366
69.38564,171.3312
70.15126,191.5683
72.10911,200.7017
71.62029,208.7557
69.2071,172.7752
71.10563,188.8393
67.0683,187.5735
75.99996,224.4405
67.98637,170.2762
69.38135,197.2814
71.42395,195.3649
70.4714,198.4191
71.85985,196.3513
72.71617,195.3564
72.92137,213.9245
71.76175,201.3158
74.6692,227.4603
67.32371,157.0299
70.555,192.2607
65.18094,169.4596
69.73101,197.6395
71.75142,215.9354
68.97041,173.2923
65.04122,163.0041
70.02081,208.6098
71.03483,202.0394
72.87154,229.7408
71.92022,202.6093
73.96772,227.0223
65.66452,166.4437
70.85793,187.1054
68.15659,181.0517
67.17792,175.3521
70.85695,197.7273
63.81097,166.461
66.94959,166.4414
70.28069,187.2587
70.32349,186.0655
70.56606,205.0527
69.29417,189.4634
74.38923,210.1443
66.89231,186.204
73.62154,206.4922
69.09056,189.2136
67.54202,168.7615
62.92195,144.1706
68.85015,187.5787
69.61178,193.6354
69.51566,185.3488
69.10692,188.2451
66.82276,166.1712
71.11214,202.3577
67.76171,191.5446
66.56074,162.0181
67.10252,175.958
69.58211,193.3672
72.2804,192.6915
69.20767,186.1775
69.02647,198.0144
65.43506,167.728
68.46557,200.0102
71.96302,199.9816
73.75955,217.2198
70.53251,194.3023
69.01334,190.5135
73.61199,236.7805
68.49107,181.2112
64.09161,151.6431
67.97216,170.7157
70.83455,197.3887
71.64758,200.2865
67.3115,158.4352
68.243,186.4232
65.47722,166.6541
70.71103,204.7558
67.17612,174.579
67.74921,178.5836
68.4549,185.3777
72.30031,194.7233
65.40287,159.6054
65.64258,162.6855
69.44242,180.1375
67.99841,171.9236
71.69277,191.9021
73.60301,219.5125
67.2772,176.3087
72.12491,215.4434
68.61581,194.1208
65.2271,167.1155
66.32752,166.0797
70.07732,216.6242
66.63827,171.2751
72.97226,204.4918
74.75875,209.7235
65.84806,187.5469
66.60128,162.5574
68.23795,184.2926
69.64146,191.3638
65.25248,156.0106
66.582,181.228
68.25664,201.8681
69.00739,170.1716
70.06469,192.0452
71.0848,178.5355
71.10425,185.8271
68.54104,180.6662
69.02051,177.9524
66.88782,187.5816
68.88637,197.6422
68.37084,195.1226
66.20962,182.9464
64.68669,157.0168
67.99211,172.5155
64.73709,150.0508
70.08044,203.1597
66.46704,164.318
72.17408,186.1888
64.58726,158.3741
74.40121,223.8255
71.28884,190.078
65.37932,158.0721
68.06638,170.986
64.69929,155.6643
69.59483,191.526
72.42581,228.9746
66.72992,164.9078
68.67129,178.1684
69.5613,199.4943
72.77187,211.1642
69.47561,203.0213
69.41991,185.3591
65.80606,149.2404
71.68035,214.2593
66.35174,160.3727
66.46802,180.4638
70.47651,197.0292
68.10363,186.2109
65.83165,165.5922
69.1953,201.3037
72.88109,201.3332
67.77823,190.7308
70.02605,193.0897
71.35078,213.3133
71.4657,209.9604
69.21201,181.2141
68.03473,170.6484
71.96748,229.5145
71.33782,199.7416
72.39432,201.4109
60.36331,134.1468
70.46446,189.6263
71.71367,193.1089
70.54264,185.4699
73.12201,206.8976
62.06384,175.0712
69.08058,176.5561
71.51073,209.3812
70.58468,205.7079
65.03103,154.8411
67.91928,196.4477
68.89087,176.1868
70.70808,198.7591
64.57731,150.1835
70.96599,179.2316
68.79538,187.0509
65.41328,142.5931
65.20653,163.6336
69.93271,185.429
66.90121,168.8635
67.25589,165.2648
68.5061,164.4999
67.75736,186.099
66.38978,165.4998
70.20914,193.9531
68.7017,193.5093
70.77216,204.4395
74.95506,221.1595
66.35814,173.3559
66.0767,171.293
66.83885,170.0778
72.16576,204.5774
68.25636,190.3904
69.44571,178.6756
70.43475,189.9066
72.39066,199.574
69.22708,185.916
67.10454,165.3738
70.344,177.4733
72.3853,189.1656
70.58261,206.4257
67.4032,199.6797
73.43877,226.2257
67.20196,174.4408
74.02987,215.2935
68.90272,175.4353
63.87497,168.0779
68.07385,185.5338
67.77717,179.8648
69.51844,189.6175
68.40087,182.2596
68.88372,181.512
69.76785,194.6041
65.71625,174.4134
66.22748,180.9036
62.77304,163.186
67.12929,177.7198
69.89596,181.4481
67.68753,177.9097
69.60483,191.0334
69.70226,177.1491
67.43523,159.8125
68.14308,188.1451
70.49052,208.7649
70.98407,192.1113
71.24292,220.2619
68.48572,186.4129
69.28546,197.1945
64.60105,140.196
68.70114,180.2239
68.29265,176.0071
65.71361,167.8288
67.84775,153.0313
67.40761,162.8229
66.09758,163.6415
67.61222,190.4165
66.2461,191.6367
67.72763,175.21
69.04421,184.04
78.46205,227.3426
70.61624,198.3878
70.40444,193.8568
67.87177,176.9046
70.85092,185.3515
67.90334,192.6516
74.72414,207.2983
68.38331,179.1649
75.75345,226.5033
71.02654,186.2292
70.75265,202.7417
76.29418,233.5038
69.60128,192.1132
69.56669,194.9843
69.58021,196.1355
65.82779,157.6079
67.79621,184.8629
68.39011,179.3522
64.92242,158.4126
68.44456,182.4494
72.67399,206.9802
66.05396,161.5576
61.3108,150.3164
68.27458,159.9823
75.2632,223.45
66.47025,182.4681
66.52529,179.223
67.75033,179.1159
71.77575,210.7289
68.99744,200.313
68.30593,185.2796
73.96449,215.0439
68.75199,194.1324
73.57328,207.2095
66.92881,169.1036
69.35179,195.1708
67.01749,183.3813
72.06059,200.074
67.87775,175.4627
63.94328,153.9472
66.12013,172.5087
73.81525,208.866
64.75521,160.975
67.01472,188.9746
70.87863,194.074
67.41315,168.635
66.93465,175.0407
64.68023,176.0742
67.32182,168.7448
68.30102,194.5461
73.80302,227.4352
66.25523,176.4862
67.7056,177.257
65.8542,178.0315
71.80691,211.3608
65.3432,155.7294
67.96857,192.0599
75.15541,214.3706
63.40895,163.0744
65.10205,156.6585
67.72696,164.9331
72.31063,201.9127
69.44326,197.6456
64.8768,176.7961
66.97515,188.0247
66.90884,181.9963
68.12758,175.6365
70.38792,176.0649
70.50593,206.4409
69.76957,197.8284
68.40785,177.1107
67.29402,174.0877
68.22582,175.671
67.53354,180.2697
74.40648,220.7202
68.99845,181.9413
68.34236,187.6335
69.00217,188.3309
64.8338,164.5966
73.06329,216.0401
71.6017,211.0317
70.25225,190.9164
71.01573,198.2721
69.36858,187.5711
64.1257,157.6636
70.53458,204.4187
63.39906,141.057
71.40972,207.3035
69.87715,217.9948
66.87536,169.6356
71.25014,191.0676
73.57397,199.4693
68.16794,201.4388
73.57508,215.0709
69.8954,171.919
64.87942,161.611
72.03304,209.5737
